No,Year,Country_ID,Bank_ID,IB,DTD_PB,DTC_PB,ESGS,ESGcom,ESGC,E,S,G,ETA,NPL,CTI,TDTA,REVDIV,LOANGR,TA,IB,EG,INF,HHII,COVID,GOV,MIP,REG,LNTA
664,2021,15,95,0,"5,0880801","7,6148281","56,34","56,34",100,"30,5","40,04","89,14","6,3260704","0,89","29,57","82,973626","5,041992","17,1","27450000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","26,33837"
671,2021,15,96,0,"30,856561","36,574966","39,77","39,77",100,"33,47","33,3","51,2","6,5482102","1,79","29,13","84,577564","5,723213","5,02","57710000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,08126"
678,2021,15,97,0,"79,945692","84,982043","31,84","31,84",100,"26,17","38,85","24,46","8,0611574","1,72","27,46","86,72645","5,307602","22,06","9555000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","25,28291"
685,2021,15,98,0,"10,926578","14,139035","36,2","36,2",100,"44,92","25,88","46,93","5,9899293","0,98","22,8","87,694025","4,83699","37,16","12060000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","25,51584"
692,2021,15,99,0,"61,798198","66,697707","31,48","31,48",100,"30,29","35,12","26,94","5,9297653","1,28","22,54","86,828047","5,211929","22,04","41110000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","26,7421"
699,2021,15,100,0,"45,136473","51,970964","38,02","38,02",100,"57,76","37,29","31,13","6,9502752","1,86","27,08","82,429339","5,252884","5,53","127700000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,87575"
706,2021,15,101,0,"7,6337131","10,254065","47,25","47,25",100,"38,67","63,69","28,03","6,6140798","1,1","29,01","85,907611","7,330498","14,97","77250000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,37295"
713,2021,15,102,0,"59,528716","66,147642","42,2","42,2",100,"40,49","49,37","33,01","6,8786449","1,47","35,47","76,658497","4,848846","12,16","183100000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","28,23602"
720,2021,15,103,0,"35,628376","42,696425","39,13","39,13",100,"31,75","57,85","16,28","7,142101","2,06","29,74","86,466878","5,185791","8,24","109100000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,7185"
727,2021,15,104,0,"41,048621","47,995327","45,89","45,89",100,"75,63","47,61","31,63","6,3588548","1,35","28,42","85,887491","5,564835","13,62","92650000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,55466"
734,2021,15,105,0,"52,31044","58,186678","59,83","59,83","74,3","58,21","46,35","79,04","6,4323693","1,55","29,36","86,68679","5,46505","8,54","126300000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,86415"
741,2021,15,106,0,"61,798198","66,697707","54,05","54,05",100,"26,22","47,2","74,62","8,5718469","0,84","41,47","85,244145","6,494476","23,6","3871000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","24,3793"
748,2021,15,107,0,"75,438365","83,1378","49,46","49,46",100,"54,09","47,18","50,74","6,9894878","1,82","21,52","83,545507","4,597595","11,4","41650000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","26,75513"
762,2021,15,109,0,"50,607373","53,637307","31,69","31,69",100,"19,44","25,1","45,68","7,167373","1,5","25,04","84,767923","4,773132","6,61","48020000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","26,89743"
769,2021,15,110,0,"9,7593554","10,169864","51,6","51,6",100,"60,34","61,11","34,98","7,9468086","0,91","34,79","83,350368","7,654648","10,76","145200000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","28,00388"
776,2021,15,111,0,"30,539921","38,335527","60,87","60,87","74,3","59,65","57,22","66,37","7,6005426","1,32","33,04","85,137851","4,766708","10,52","404200000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","29,02775"
790,2021,15,113,0,"15,186352","21,861815","49,31","49,31",100,"53,21","35,41","66,91","7,0912244","1,43","32,29","84,51505","5,09391","13,21","404200000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","29,02775"
797,2021,15,114,0,"83,574367","86,343879","25,79","25,79",100,"51,56","17,51","26,88","6,6054947","1,08","28,76","87,109326","4,455635","18,17","3167000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","24,17873"
832,2021,15,119,0,"21,818982","26,555532","42,62","42,62",100,"48,35","32,12","54,78","6,7041321","0,77","36,97","80,229297","5,808731","25,46","31640000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","26,48025"
839,2021,15,120,0,"28,340787","34,817684","44,76","44,76",100,"50,99","61,12","19,72","7,0363398","1,37","25,68","82,8113","5,63089","14,43","135000000000000,00%",0,"8,4484694","0,98101514","5,41675",1,"0,00030275","7,431363","-0,33224353","27,93147"
853,2021,16,122,0,"31,935868","37,093424","88,26","87,62",100,"96,26","94,72","70,86","10,979587","3,99","56,74","53,350875","19,42988","44,35","8532000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","25,16965"
860,2021,16,123,0,"63,082691","66,37823","70,34","55,5","40,65","63,33","90,98","44,69","4,7409731","3,07","56,92","69,54912","4,428986","21,74","6978000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","24,96857"
867,2021,16,124,0,"56,554782","60,598093","76,57","76,57",100,"96,12","91,61","48,03","9,4278248","3,64","44,02","68,529974","11,14664","40,2","6383000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","24,8795"
874,2021,16,125,0,"29,897014","34,048371","70,78","70,78",100,"66,83","94,72","39,23","5,3301573","3,17","49,25","57,852261","5,145348","35,28","7715000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","25,06901"
881,2021,16,126,0,"38,567247","42,658075","80,04","80,04",100,"90,22","89,95","62,31","7,9297991",,"27,84","61,094989","11,47556","41,62","5838000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","24,79019"
888,2021,16,127,0,"36,318397","40,433457","86,25","86,25",100,"94,93","90,43","77,02","8,2869209","3,22","18,93","17,574467","44,12587",63,"644100000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","22,58598"
895,2021,16,128,0,"40,827137","46,118652","80,77","80,77",100,"96,26","92,14","58,78","9,957981","4,42","27,05","59,639878","12,62061","41,06","5718000000000,00%",0,"11,439385","19,596493","11,39694",1,"-0,4392278","55,55856","-0,10066618","24,76942"
902,2021,17,129,0,"40,827137","46,118652",,,,,,,"8,764436","6,42","42,34","77,57547","8,512817","10,17","28430000000000,00%",0,"5,6142904","6,6944589","22,65756",1,"-0,65329212","15,19064","-0,54233778","26,37346"
909,2021,17,130,0,"23,719742","28,224324","59,02","49,84","40,65","80,15","64,97","42,38","13,347342","4,66","39,5","69,950565","14,72831","13,87","56120000000000,00%",0,"5,6142904","6,6944589","22,65756",1,"-0,65329212","15,19064","-0,54233778","27,05327"
916,2021,17,131,0,"7,7916931","10,748179",,,,,,,"6,3184029",,"42,43","82,908466","4,738304","26,67","4661000000000,00%",0,"5,6142904","6,6944589","22,65756",1,"-0,65329212","15,19064","-0,54233778","24,56517"
923,2021,18,132,0,"19,737144","24,752108","83,13","83,13",100,"87,66","78,51","87,68","7,9728335","3,85","46,54","82,298047","7,919868","31,62","3032000000000,00%",0,"5,7088946","5,0523288","14,9416",1,"0,20618959","13,04109","0,29227141","24,13493"
930,2021,18,133,0,"26,192899","32,082834","72,65","50,58","28,5","85,13","71,26","69,58","14,304124","3,76","54,09","76,5101","10,46682","10,09","1580000000000,00%",0,"5,7088946","5,0523288","14,9416",1,"0,20618959","13,04109","0,29227141","23,48337"
937,2021,19,134,0,"56,997889","62,238664","62,82","62,82",100,"57,06","72,96","51,16","8,2501299","0,25","51,79","17,574467","8,64492","-8,21","625700000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","22,55689"
951,2021,19,136,0,"43,337795","47,898554","73,69","73,69",100,"85,26","69,37","75,03","6,7101999","2,54","50,86","85,60878","7,275169","16,98","4924000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","24,62005"
958,2021,19,137,0,"61,548325","65,430667","78,53","76,41","74,3","85,24","71,77","85,16","6,9151913","3,79","86,65","80,481758","7,262909","7,64","4844000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","24,60365"
965,2021,19,138,0,"57,7533","61,517305","47,63","47,63",100,"72,03","59,59","21,39","6,4449511","4,3","57,47","88,522228","7,646561","5,91","2538000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","23,95706"
972,2021,19,139,0,"81,787608","75,71928","73,4","73,4",100,"65,03","75,99","73,17","11,935121","4,1",58,"75,798218","9,104073",-3,"1511000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","23,43842"
979,2021,19,140,0,"49,396041","54,129096","43,11","43,11",100,"51,92","54,4","24,03","7,12741","11,4","50,9","85,984197","9,223038","1,79","2028000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","23,73292"
986,2021,19,141,0,"71,017268","75,22796","72,15","72,15",100,"78,5","76,26","63,94","9,5237354","6,98","55,9","79,002349","7,849304","11,05","6119000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","24,83722"
993,2021,19,142,0,"50,406846","54,09092","79,55","60,1","40,65","60,82","79,04","87,74","11,198215","4,97","65,2","78,090531","8,703369","2,65","5934000000000,00%",0,"6,9349804","5,055027","12,3366",1,"0,51043282","9,226132","0,83182561","24,80663"
1000,2021,20,143,0,"43,177437","50,147767","70,39","70,39",100,"77,7","68,96","69,44","11,02139","4,81","56,78","82,153219","10,65862","15,6","8459000000000,00%",0,"7,0857208","5,1109653","15,98589",1,"0,48004055","14,42699","0,48528415","25,16114"
1014,2021,22,145,0,"54,231114","59,259466","65,52","53,09","40,65","90,93","88,65","23,5","8,3203311","5,52","58,77","57,84695","11,99629","-4,17","17940000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","25,91295"
1021,2021,22,146,0,"32,928858","37,486488","68,16","68,16",100,"57,3","73,39","65,29","7,4382221","5,22","54,85","67,058908","14,3174","-1,03","9901000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","25,31844"
1028,2021,22,147,0,"5,077706","6,4035925","25,05","25,05",100,"13,41","33,42","18,18","18,835791","16,33","44,33","75,839878","25,87233","-0,91","1045000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","23,06961"
1035,2021,22,148,0,"42,675592","47,368521","71,29","71,29",100,"92,6","71,01","65,13","8,6126966","2,37","54,42","76,843797","5,524727","-0,5","3443000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","24,26223"
1042,2021,22,149,0,"54,621066","59,272571","84,68","79,49","74,3","96,26","94,72","65,85","7,1518909","4,78","62,09","74,289816","9,457176","3,05","7437000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","25,0323"
1049,2021,22,150,0,"52,858294","61,333524","67,03","67,03",100,"64,81","88,38","38,52","6,6734188","5,48","62,61","66,725371","10,32987","3,47","8884000000000,00%",0,"4,7030621","4,6116722","9,929946",1,"-0,17554742","8,815935","-0,09070864","25,21007"
1056,2021,23,151,0,"39,69105","44,326768","54,19","54,19",100,"79,3","44,98","56,85","12,897507","3,89","24,93","82,814911","10,62874","5,78","2296000000000,00%",0,"3,290646","5,2140494","21,12032",1,"-0,59498146","19,39761","-0,51989651","23,85699"
1063,2021,23,152,0,"22,899602","27,130279","70,57","70,57",100,"58,34","65,54","82,39","13,909619","5,18","23,22","81,910533","11,57918","20,22","3181000000000,00%",0,"3,290646","5,2140494","21,12032",1,"-0,59498146","19,39761","-0,51989651","24,18316"
1070,2021,23,153,1,"26,627853","31,301213","11,12","11,12",100,0,"4,08","27,49","7,3168706","9,49","25,82","89,158687","7,760773","6,45","525400000000,00%",1,"3,290646","5,2140494","21,12032",1,"-0,59498146","19,39761","-0,51989651","22,38225"
1077,2021,24,154,0,"45,206991","53,807898","68,57","68,57",100,"51,83","82,43","56,17","10,026801","8,22","46,33","67,942222","9,779366","3,6","6426000000000,00%",0,"8,0209844","1,4019588","13,07172",1,"-0,27529303","5,46795","-0,13387784","24,88615"
1084,2021,25,155,0,"29,36841","34,167971","83,62","83,62",100,"80,14","82,37","86,74","12,817694","1,02","45,43","42,089948","14,59951","2,18","8960000000000,00%",0,"5,8378295","5,6892085","6,233272",1,"-0,62169844","10,16722","-0,25137445","25,21857"
1091,2021,25,156,0,"57,671314","62,657782",,,,,,,"29,983417","1,41","34,14","34,23707","21,42973","10,94","2763000000000,00%",0,"5,8378295","5,6892085","6,233272",1,"-0,62169844","10,16722","-0,25137445","24,04228"
1098,2021,25,157,0,"72,841973","76,893491","53,02","53,02",100,"26,15","67,55","43,76","29,983417","2,82","65,57","21,560508","44,12587","13,64","340200000000,00%",0,"5,8378295","5,6892085","6,233272",1,"-0,62169844","10,16722","-0,25137445","21,94753"
1105,2021,25,158,0,"27,089175","32,036669",,,,,,,"14,568809","1,81","46,37","63,742121","13,52254","6,72","811000000000,00%",0,"5,8378295","5,6892085","6,233272",1,"-0,62169844","10,16722","-0,25137445","22,81635"
1112,2021,26,159,0,"40,55184","46,512209","63,15","63,15",100,"32,37","82,78","48,42","10,34789","4,03","48,27","66,799203","13,06252",7,"4965000000000,00%",0,"11,439385","4,2716638","22,11361",1,"-0,35412556","5,59026","0,06377865","24,62818"
1119,2021,26,160,0,"50,273489","56,661718",,,,,,,"10,018838","3,7","41,83","63,053447","11,37348","5,74","2547000000000,00%",0,"11,439385","4,2716638","22,11361",1,"-0,35412556","5,59026","0,06377865","23,96077"
1133,2021,27,162,0,"12,472594","17,716629","60,1","60,1",100,"48,52","67,29","54,82","8,2953217","2,86","39,79","52,983897","11,94524","10,64","5975000000000,00%",0,"11,439385","4,5245684","9,021689",1,"0,70757622","15,07891","0,93624026","24,81343"
1140,2021,27,163,0,"13,107538","17,929774","52,31","52,31",100,"59,12","62,11","36,09","6,4994892","2,99","48,1","56,079256","9,909561","16,48","7982000000000,00%",0,"11,439385","4,5245684","9,021689",1,"0,70757622","15,07891","0,93624026","25,10309"
1147,2021,27,164,0,"29,586519","34,978518","60,57","60,57",100,"22,65","72,75","58,97","9,0727444","5,65","52,51","47,806303","12,63533","9,55","4370000000000,00%",0,"11,439385","4,5245684","9,021689",1,"0,70757622","15,07891","0,93624026","24,50066"
1154,2021,27,165,0,"22,083342","29,672172","84,07","84,07",100,"77,45","89,24","79,59","5,8604109","4,05","39,17","44,648217","13,442","6,51","7346000000000,00%",0,"11,439385","4,5245684","9,021689",1,"0,70757622","15,07891","0,93624026","25,02001"
1161,2021,28,166,0,"76,341449","79,433243","48,62","48,62",100,"61,46","68,85","15,61","10,906239","5,97","52,99","70,473097","12,84144",15,"5812000000000,00%",0,"11,016193","3,4950576","9,623925",1,"-0,32688499","10,57859","0,2021447","24,78572"
1168,2021,28,167,0,"37,559618","42,897396","66,67","66,67",100,"65,22","76,22","54,09","11,7043","7,23","52,88","72,890652","13,83034","15,11","7251000000000,00%",0,"11,016193","3,4950576","9,623925",1,"-0,32688499","10,57859","0,2021447","25,00693"
1175,2021,28,168,0,"55,69799","59,507129","68,59","68,59",100,"90,4","77,41","47,73","7,682894","5,34","44,39","75,189854","11,64445","12,55","1999000000000,00%",0,"11,016193","3,4950576","9,623925",1,"-0,32688499","10,57859","0,2021447","23,71853"
1182,2021,28,169,0,"51,476762","58,268595","37,32","37,32",100,"22,16","49,56","26,52","10,758033","5,98","60,66","63,905128","15,62926","12,17","9178000000000,00%",0,"11,016193","3,4950576","9,623925",1,"-0,32688499","10,57859","0,2021447","25,24264"
1189,2021,29,170,0,"49,384694","53,315586","73,75","73,75","74,3","82,59","81,16","60,01","7,2662169","5,62","60,88","36,719967","11,97564","15,09","33380000000000,00%",0,"4,9888497","8,3016598","14,36621",1,"-0,36661074","16,14467","-0,12161399","26,53375"
1196,2021,29,171,0,"29,519032","33,39324","88,54","87,62",100,"85,18","86,44","92,99","11,383162","5,52","35,04","49,806701","17,74763","17,85","16360000000000,00%",0,"4,9888497","8,3016598","14,36621",1,"-0,36661074","16,14467","-0,12161399","25,82096"
1203,2021,29,172,0,"32,467267","37,733259","78,27","76,29","74,3","85,79","87,77","62,18","8,9658148","7,94","58,7","37,369974","19,16872","19,61","29450000000000,00%",0,"4,9888497","8,3016598","14,36621",1,"-0,36661074","16,14467","-0,12161399","26,4084"
1210,2021,29,173,0,"32,953741","37,87177","59,62","59,62",100,"57,12","72,95","42,25","8,5929013","2,14","76,2","60,77176","14,74849","9,1","1859000000000,00%",0,"4,9888497","8,3016598","14,36621",1,"-0,36661074","16,14467","-0,12161399","23,64574"
1217,2021,29,174,0,"28,267804","34,32903","87,14","80,72","74,3","85,52","90,79","82,75","7,9487494","6,14","56,23","41,096537","18,24679","15,19","36360000000000,00%",0,"4,9888497","8,3016598","14,36621",1,"-0,36661074","16,14467","-0,12161399","26,61941"
7,2022,1,1,1,"14,149834","18,33682","27,18","27,18",100,"11,85","35,22","22,23","12,389289","6,67","33,52","73,358139","8,890587","-0,4","7849000000000,00%",1,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","25,08618"
14,2022,1,2,0,"21,777937","25,264456","68,69","68,69",100,"56,49","62,26","82,44","11,133267","5,52","34,1","64,006205","7,556389","5,93","13560000000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","25,63268"
21,2022,1,3,0,"22,26667","26,177841","78,19","78,19",100,"84,03","71,28","85,37","9,3955071","5,16","32,18","68,657224","4,762115","11,87","30230000000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","26,43456"
28,2022,1,4,0,"25,332343","30,708664","47,85","47,85",100,"45,28","52,69","42,21","11,344981","5,98","37,99","72,422185","10,70729","-0,75","20200000000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","26,03169"
35,2022,1,5,1,"16,78059","20,721263","67,67","67,67",100,"54,27","68,74","71,55","11,100535","7,68","36,23","83,653706","7,734955","21,73","4589000000000,00%",1,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","24,54943"
42,2022,1,6,0,"68,739983","73,877007","16,63","16,63",100,"10,48","10,59","27,41","10,580398","16,33","54,48","73,303569","6,911217","5,17","576400000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","22,47481"
49,2022,1,7,0,"88,156544","89,573949","50,28","50,28",100,"14,97","37,26","82,35","4,7409731","5,57","74,47","69,362929","4,608597","0,33","1018000000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","23,04413"
56,2022,1,8,0,"30,334725","34,20583","31,54","31,54",100,"10,39","16,15","61,19","10,061142","7,63","27,62","76,60016","7,777","-1,05","3161000000000,00%",0,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","24,17662"
70,2022,1,10,1,"62,062519","67,274922","14,38","14,38",100,"3,05","23,21","7,31","11,914033","16,33","48,89","86,799397","6,642464","-13,39","574800000000,00%",1,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","22,47216"
77,2022,1,11,1,"15,017705","19,058037","21,34","21,34",100,"8,73","23,08",24,"9,8031389","6,04","38,86","78,131485","6,378761","6,16","1610000000000,00%",1,"7,8504181","4,8278886","12,86845",0,"0,98521349","11,53228","1,0347807","23,50201"
84,2022,2,12,0,"56,100747","60,790189","63,37","63,37",100,"55,23","91,64","27,67","10,92701","4,15","43,68","79,816274","7,964455","-1,18","10320000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","25,3602"
91,2022,2,13,0,"51,204409","55,813944","57,43","57,43",100,"59,21","86,63","16,48","11,469255","3,73","49,85","78,552981","7,362717","3,74","12710000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","25,56791"
98,2022,2,14,0,"66,316805","70,619502","44,25","44,25",100,"25,26","54,38","37,89",,,,,,,,0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941",
105,2022,2,15,0,"44,914788","50,265124","63,71","63,71",100,"54,82","77,83","47,82","12,960385","2,89","46,53","79,435264","9,335747","3,16","7577000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","25,051"
112,2022,2,16,0,"55,770358","61,255079","72,96","72,96",100,"63,14","88,87","54,97","12,988273","3,72","43,15","68,386073","10,62058","2,99","12200000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","25,52744"
119,2022,2,17,0,"68,491039","71,827711","81,08","81,08",100,"76,84","82,01","81,49","9,2479603","3,46","63,45","57,202416","7,462418","11,03","1425000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","23,37976"
126,2022,2,18,0,"44,942652","53,125056","49,13","49,13",100,"39,71","49,52","52,37","12,226763","2,58","44,19","84,671463","5,911636","21,26","866500000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","22,88258"
133,2022,2,19,0,"30,248004","35,388834","76,38","76,38",100,"72,78","79,36","73,71","11,447353","3,87","41,69","69,26997","13,46268","21,6","1459000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","23,40339"
140,2022,2,20,0,"39,324621","44,851347","67,83","67,83",100,"55,11","77,78","59,21","16,12236","2,21","46,94","73,267047","15,17591","7,85","762700000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","22,75491"
147,2022,2,21,0,"49,209452","54,902114","53,58","53,58",100,"63,56","57,36","44,4","11,992034","3,01","45,72","81,259052","8,069206","0,38","5248000000000,00%",0,"2,5976441","6,0774123","7,446057",0,"-0,09493622","6,106587","0,16501941","24,68365"
154,2022,3,22,0,"37,812094","42,995445","16,73","16,73",100,"12,05","12,65","24,22","17,390071","4,62","37,11","75,375409","7,471375","8,54","8385000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","25,15234"
161,2022,3,23,1,"27,816624","33,812278","51,27","51,27",100,"64,57","46,08","53,09","10,982258","0,82","26,08","83,393514","8,228546","24,75","20330000000000,00%",1,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","26,03794"
168,2022,3,24,0,"35,055788","41,04338",,,,,,,"13,791686","1,99","32,67","75,141671","8,857651","11,41","9591000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","25,28665"
175,2022,3,25,0,"16,300324","20,977966","52,94","52,94",100,"45,64","34,48","81,29","16,001133","1,64","31,78","69,67055","8,628593","9,46","25210000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","26,25322"
182,2022,3,26,0,"45,858436","52,420175","36,9","36,9",100,"3,24","26,13","65,22","15,217979","1,85","35,61","77,451428","7,522369","13,84","5670000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,76105"
189,2022,3,27,1,"28,246","34,373696","19,86","19,86",100,"1,07","13,68","35,91","10,12872","4,79","55,64","80,515551","6,548264","12,67","3089000000000,00%",1,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,1538"
196,2022,3,28,0,"19,707409","27,041804",,,,,,,"12,445792","3,55","43,72","71,050035","6,724487","18,28","2909000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,09351"
203,2022,3,29,1,"38,619463","42,849385","27,56","27,56",100,"14,47","13,88","51,64","13,408905","1,94","34,73","80,649853","8,944229","15,47","5345000000000,00%",1,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,70201"
210,2022,3,30,0,"47,23107","53,034724",,,,,,,"14,540493","2,61","33,1","75,131044","8,40519","7,52","6189000000000,00%",0,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,84858"
217,2022,3,31,1,"32,208558","36,215473",,,,,,,"10,343214","1,33","44,69","81,41249","8,942795","9,87","3454000000000,00%",1,"8,6807361","2,4740737","15,90977",0,"0,25724377","8,775318","0,41858548","24,26552"
224,2022,4,32,0,"31,198567","38,508027","61,22","61,22",100,"23,24","48,98","93,27","11,648078","4,88","25,42","57,92133","8,967331","0,65","4646000000000,00%",0,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","24,56189"
231,2022,4,33,0,"16,865765","23,30057","73,63","73,63",100,"54,59","75,3","78,96","7,2364131","2,83","25,05","80,655834","6,549088","6,02","32670000000000,00%",0,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","26,51233"
238,2022,4,34,1,"9,1635288","13,811921","67,04","67,04",100,"56,14","72,03","64,51","13,00311","1,59","18,93","75,414156","8,265038","-5,96","5055000000000,00%",1,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","24,64622"
245,2022,4,35,0,"80,552045","85,088368","48,7","48,7",100,"40,85","51,08","48,55","10,32188","6,43","30,73","51,700036","7,724548","-6,26","2683000000000,00%",0,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","24,01262"
252,2022,4,36,1,"22,526405","32,943506",,,,,,,"12,382123","2,79","20,38","77,35657","7,817131","-4,42","1549000000000,00%",1,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","23,46363"
259,2022,4,37,1,"24,821442","31,663878","27,39","27,39","76,82","2,52","10,04","61,23","13,896887","5,99","30,91","73,392498","6,415993","-0,86","4603000000000,00%",1,"4,2088712","4,9952755","28,21397",0,"0,93778938","15,39548","0,87051678","24,55246"
266,2022,5,38,0,"29,830072","35,022461","49,34","49,34",100,"10,44","62,94","46,15","14,91741","3,11","60,06","74,012069","10,45811","11,09","1501000000000,00%",0,"7,5703325","5,8211581","11,26512",0,"-0,32893991","12,04031","0,0627856","23,4319"
273,2022,5,39,0,"30,800725","36,61985","65,11","65,11",100,"53,51","64,12","71,11","12,281444","2,91","49,14","81,391964","10,00856","15,06","4640000000000,00%",0,"7,5703325","5,8211581","11,26512",0,"-0,32893991","12,04031","0,0627856","24,56056"
280,2022,5,40,0,"22,834214","27,314628","69,91","69,91",100,"76,81","66,98","71,2","11,173242","2,03","51,25","80,227","10,0402","8,9","7261000000000,00%",0,"7,5703325","5,8211581","11,26512",0,"-0,32893991","12,04031","0,0627856","25,00833"
